Tick,Step,DateTime,MaxTripDistance,X,Y,ID
4,4,2022-03-01T05:00:04.0000000,0,82,59,ad2ea2cd-4e0e-4464-bea2-82d8ecf4e4dd
4,4,2022-03-01T05:00:04.0000000,0,66,14,9c7774dc-191e-480d-b657-98e9846dbde3
4,4,2022-03-01T05:00:04.0000000,0,39,48,9afc9fad-e397-4fa9-87b8-1e81d79a2036
4,4,2022-03-01T05:00:04.0000000,0,39,81,ced991c5-88a5-4480-a374-fbcc88b96f76
4,4,2022-03-01T05:00:04.0000000,0,72,8,678413b4-029e-42fb-b9f8-f4b3a256a6d5
4,4,2022-03-01T05:00:04.0000000,0,51,13,f2c6fbcc-fe0c-49e1-9ed9-9bbd013c4f28
4,4,2022-03-01T05:00:04.0000000,0,88,44,06393c1c-ed80-4cdc-9839-913a84392bd4
4,4,2022-03-01T05:00:04.0000000,0,80,9,0544e867-45e7-47dd-8f53-0f4966fea7c9
5,5,2022-03-01T05:00:05.0000000,0,81,60,ad2ea2cd-4e0e-4464-bea2-82d8ecf4e4dd
5,5,2022-03-01T05:00:05.0000000,0,66,15,9c7774dc-191e-480d-b657-98e9846dbde3
5,5,2022-03-01T05:00:05.0000000,0,40,47,9afc9fad-e397-4fa9-87b8-1e81d79a2036
5,5,2022-03-01T05:00:05.0000000,0,40,82,ced991c5-88a5-4480-a374-fbcc88b96f76
5,5,2022-03-01T05:00:05.0000000,0,71,8,678413b4-029e-42fb-b9f8-f4b3a256a6d5
5,5,2022-03-01T05:00:05.0000000,0,52,13,f2c6fbcc-fe0c-49e1-9ed9-9bbd013c4f28
5,5,2022-03-01T05:00:05.0000000,0,88,44,06393c1c-ed80-4cdc-9839-913a84392bd4
5,5,2022-03-01T05:00:05.0000000,0,80,9,0544e867-45e7-47dd-8f53-0f4966fea7c9
6,6,2022-03-01T05:00:06.0000000,0,81,61,ad2ea2cd-4e0e-4464-bea2-82d8ecf4e4dd
6,6,2022-03-01T05:00:06.0000000,0,67,16,9c7774dc-191e-480d-b657-98e9846dbde3
6,6,2022-03-01T05:00:06.0000000,0,41,46,9afc9fad-e397-4fa9-87b8-1e81d79a2036
6,6,2022-03-01T05:00:06.0000000,0,41,82,ced991c5-88a5-4480-a374-fbcc88b96f76
6,6,2022-03-01T05:00:06.0000000,0,70,7,678413b4-029e-42fb-b9f8-f4b3a256a6d5
6,6,2022-03-01T05:00:06.0000000,0,52,12,f2c6fbcc-fe0c-49e1-9ed9-9bbd013c4f28
6,6,2022-03-01T05:00:06.0000000,0,88,44,06393c1c-ed80-4cdc-9839-913a84392bd4
6,6,2022-03-01T05:00:06.0000000,0,80,9,0544e867-45e7-47dd-8f53-0f4966fea7c9
