Tick,Step,DateTime,AgentReturningForItem,Aggression,DelayTime,Empathy,EvacueeHasStartedMoving,ForgotAnItem,FoundDistressedAgent,FoundHelp,Health,Helping,IsConscious,IsLeader,LeaderHasReachedExit,Leadership,Mobility,ReachedDistressedAgent,ReturningWithGroupForItem,ReturningWithGroupToHelp,RiskLevel,Strength,X,Y,ID
0,0,2023-10-20T19:32:34.9059220+02:00,False,0,0,0.8876500344835112,False,False,False,False,87,False,True,False,False,0.7450870914358814,1,False,False,False,5,0.012236695460780878,49,46,5637795f-e31e-4d1e-8641-855ea839681c
0,0,2023-10-20T19:32:34.9059220+02:00,False,0,0,0.19645637884309686,False,False,False,False,50,False,True,False,False,0.7383751145417636,1,False,False,False,8,0.5404712276304231,90,10,f059d6c2-c6d8-452d-953a-705d56045ac7
0,0,2023-10-20T19:32:34.9059220+02:00,False,0,0,0.15037801701727094,False,False,False,False,91,False,True,False,False,0.9745062112888442,1,False,False,False,10,0.4472500460639669,81,80,69288d15-21e8-4cec-8a8f-b068fd5e7f66
0,0,2023-10-20T19:32:34.9059220+02:00,False,0,0,0.10775629744718118,False,False,False,False,91,False,True,False,False,0.7536312511980027,1,False,False,False,10,0.1391406812425695,86,57,1d5b2623-14d7-4873-87f3-9a0313febe88
0,0,2023-10-20T19:32:34.9059220+02:00,False,0,0,0.3168855547824916,False,False,False,False,80,False,True,False,False,0.36890163602630155,1,False,False,False,6,0.43984097673452793,80,78,db8a04c5-dac6-4e7b-817f-d58ae4a61d38
0,0,2023-10-20T19:32:34.9059220+02:00,False,0,0,0.8598533330285555,False,False,False,False,80,False,True,False,False,0.9361249842656327,1,False,False,False,10,0.7524977675590769,37,48,795c5abf-5567-4a69-8d72-969793bcc808
1,1,2023-10-20T19:32:35.9059220+02:00,False,0,0,0.8876500344835112,False,False,False,False,87,False,True,False,False,0.7450870914358814,1,False,False,False,5,0.012236695460780878,49,46,5637795f-e31e-4d1e-8641-855ea839681c
1,1,2023-10-20T19:32:35.9059220+02:00,False,0,0,0.19645637884309686,False,False,False,False,50,False,True,False,False,0.7383751145417636,1,False,False,False,8,0.5404712276304231,90,10,f059d6c2-c6d8-452d-953a-705d56045ac7
1,1,2023-10-20T19:32:35.9059220+02:00,False,0,0,0.15037801701727094,False,False,False,False,91,False,True,False,False,0.9745062112888442,1,False,False,False,10,0.4472500460639669,81,80,69288d15-21e8-4cec-8a8f-b068fd5e7f66
1,1,2023-10-20T19:32:35.9059220+02:00,False,0,0,0.10775629744718118,False,False,False,False,91,False,True,False,False,0.7536312511980027,1,False,False,False,10,0.1391406812425695,86,57,1d5b2623-14d7-4873-87f3-9a0313febe88
1,1,2023-10-20T19:32:35.9059220+02:00,False,0,0,0.3168855547824916,False,False,False,False,80,False,True,False,False,0.36890163602630155,1,False,False,False,6,0.43984097673452793,80,78,db8a04c5-dac6-4e7b-817f-d58ae4a61d38
1,1,2023-10-20T19:32:35.9059220+02:00,False,0,0,0.8598533330285555,False,False,False,False,80,False,True,False,False,0.9361249842656327,1,False,False,False,10,0.7524977675590769,37,48,795c5abf-5567-4a69-8d72-969793bcc808
2,2,2023-10-20T19:32:36.9059220+02:00,False,0,0,0.8876500344835112,False,False,False,False,87,False,True,False,False,0.7450870914358814,1,False,False,False,5,0.012236695460780878,49,46,5637795f-e31e-4d1e-8641-855ea839681c
2,2,2023-10-20T19:32:36.9059220+02:00,False,0,0,0.19645637884309686,False,False,False,False,50,False,True,False,False,0.7383751145417636,1,False,False,False,8,0.5404712276304231,90,10,f059d6c2-c6d8-452d-953a-705d56045ac7
2,2,2023-10-20T19:32:36.9059220+02:00,False,0,0,0.15037801701727094,False,False,False,False,91,False,True,False,False,0.9745062112888442,1,False,False,False,10,0.4472500460639669,81,80,69288d15-21e8-4cec-8a8f-b068fd5e7f66
2,2,2023-10-20T19:32:36.9059220+02:00,False,0,0,0.10775629744718118,False,False,False,False,91,False,True,False,False,0.7536312511980027,1,False,False,False,10,0.1391406812425695,86,57,1d5b2623-14d7-4873-87f3-9a0313febe88
2,2,2023-10-20T19:32:36.9059220+02:00,False,0,0,0.3168855547824916,False,False,False,False,80,False,True,False,False,0.36890163602630155,1,False,False,False,6,0.43984097673452793,80,78,db8a04c5-dac6-4e7b-817f-d58ae4a61d38
2,2,2023-10-20T19:32:36.9059220+02:00,False,0,0,0.8598533330285555,False,False,False,False,80,False,True,False,False,0.9361249842656327,1,False,False,False,10,0.7524977675590769,37,48,795c5abf-5567-4a69-8d72-969793bcc808
