Tick,Step,DateTime,X,Y,ID
0,0,2022-03-01T05:00:00.0000000,14e95832-eab6-432f-964a-6006bdac5e3f
1,1,2022-03-01T05:00:01.0000000,14e95832-eab6-432f-964a-6006bdac5e3f
2,2,2022-03-01T05:00:02.0000000,14e95832-eab6-432f-964a-6006bdac5e3f
3,3,2022-03-01T05:00:03.0000000,14e95832-eab6-432f-964a-6006bdac5e3f
4,4,2022-03-01T05:00:04.0000000,14e95832-eab6-432f-964a-6006bdac5e3f
5,5,2022-03-01T05:00:05.0000000,14e95832-eab6-432f-964a-6006bdac5e3f
6,6,2022-03-01T05:00:06.0000000,14e95832-eab6-432f-964a-6006bdac5e3f
