Tick,Step,DateTime,MaxTripDistance,X,Y,ID
5,5,2022-03-01T05:00:05.0000000,0,84,70,65b5ca01-5e41-474d-8380-b934b9503bea
5,5,2022-03-01T05:00:05.0000000,0,31,83,097c0ad3-9078-4079-b790-804421145964
5,5,2022-03-01T05:00:05.0000000,0,76,33,f914a213-5555-4a7e-ad6f-18afc3898140
5,5,2022-03-01T05:00:05.0000000,0,31,69,5748d03d-0615-4726-9178-4f0b15d03d9c
5,5,2022-03-01T05:00:05.0000000,0,75,8,84fe29f3-90d9-447c-a006-5c6df84a0f78
5,5,2022-03-01T05:00:05.0000000,0,49,17,5ac48bf3-229c-459f-9fd3-e262b278bbc4
5,5,2022-03-01T05:00:05.0000000,0,28,70,1e0e75dc-07f8-4afc-a573-d14206c280e7
5,5,2022-03-01T05:00:05.0000000,0,89,70,97e960d6-aeb8-45b1-a3fe-10e195e520fa
5,5,2022-03-01T05:00:05.0000000,0,75,18,1ddbcde1-1cba-404d-a2b9-f115007d6e53
6,6,2022-03-01T05:00:06.0000000,0,40,67,ef1f87fe-6341-44f5-baae-0b08d7f57201
6,6,2022-03-01T05:00:06.0000000,0,83,70,65b5ca01-5e41-474d-8380-b934b9503bea
6,6,2022-03-01T05:00:06.0000000,0,32,82,097c0ad3-9078-4079-b790-804421145964
6,6,2022-03-01T05:00:06.0000000,0,75,32,f914a213-5555-4a7e-ad6f-18afc3898140
6,6,2022-03-01T05:00:06.0000000,0,31,69,5748d03d-0615-4726-9178-4f0b15d03d9c
6,6,2022-03-01T05:00:06.0000000,0,74,8,84fe29f3-90d9-447c-a006-5c6df84a0f78
6,6,2022-03-01T05:00:06.0000000,0,49,16,5ac48bf3-229c-459f-9fd3-e262b278bbc4
6,6,2022-03-01T05:00:06.0000000,0,29,69,1e0e75dc-07f8-4afc-a573-d14206c280e7
6,6,2022-03-01T05:00:06.0000000,0,88,70,97e960d6-aeb8-45b1-a3fe-10e195e520fa
6,6,2022-03-01T05:00:06.0000000,0,75,18,1ddbcde1-1cba-404d-a2b9-f115007d6e53
