Tick,Step,DateTime,MaxTripDistance,X,Y,ID
0,0,2022-03-01T05:00:00.0000000,0,105,18,b487179f-5c80-4ea7-8cfb-bc92fff5069c
0,0,2022-03-01T05:00:00.0000000,0,96,80,df1c7269-8743-4e43-af34-2bd90663d0a0
0,0,2022-03-01T05:00:00.0000000,0,48,55,ce85b849-765a-4e17-a739-33cf87b2fa02
0,0,2022-03-01T05:00:00.0000000,0,114,72,9f8e0536-3298-41c0-bd25-3184c2d9d5f5
0,0,2022-03-01T05:00:00.0000000,0,9,80,d31bfd8d-3120-4a10-a125-75ad67087119
0,0,2022-03-01T05:00:00.0000000,0,2,66,8949a973-29c3-416d-9f5c-8966f5228fa3
0,0,2022-03-01T05:00:00.0000000,0,102,29,c40687d9-2fd5-4c64-95c8-b7d758f2176d
0,0,2022-03-01T05:00:00.0000000,0,16,70,61a3b3de-4c48-432e-bb53-97ce5ca055aa
0,0,2022-03-01T05:00:00.0000000,0,84,11,1f7126f5-87f9-46dc-b9cb-e661e3290c02
0,0,2022-03-01T05:00:00.0000000,0,118,24,05f122fa-3cd7-4dca-ab18-fc27cebfa58b
1,1,2022-03-01T05:00:01.0000000,0,105,18,b487179f-5c80-4ea7-8cfb-bc92fff5069c
1,1,2022-03-01T05:00:01.0000000,0,95,80,df1c7269-8743-4e43-af34-2bd90663d0a0
1,1,2022-03-01T05:00:01.0000000,0,49,54,ce85b849-765a-4e17-a739-33cf87b2fa02
1,1,2022-03-01T05:00:01.0000000,0,114,72,9f8e0536-3298-41c0-bd25-3184c2d9d5f5
1,1,2022-03-01T05:00:01.0000000,0,9,80,d31bfd8d-3120-4a10-a125-75ad67087119
1,1,2022-03-01T05:00:01.0000000,0,3,66,8949a973-29c3-416d-9f5c-8966f5228fa3
1,1,2022-03-01T05:00:01.0000000,0,102,29,c40687d9-2fd5-4c64-95c8-b7d758f2176d
1,1,2022-03-01T05:00:01.0000000,0,16,70,61a3b3de-4c48-432e-bb53-97ce5ca055aa
1,1,2022-03-01T05:00:01.0000000,0,84,12,1f7126f5-87f9-46dc-b9cb-e661e3290c02
1,1,2022-03-01T05:00:01.0000000,0,118,23,05f122fa-3cd7-4dca-ab18-fc27cebfa58b
2,2,2022-03-01T05:00:02.0000000,0,95,80,df1c7269-8743-4e43-af34-2bd90663d0a0
2,2,2022-03-01T05:00:02.0000000,0,49,54,ce85b849-765a-4e17-a739-33cf87b2fa02
2,2,2022-03-01T05:00:02.0000000,0,10,80,d31bfd8d-3120-4a10-a125-75ad67087119
2,2,2022-03-01T05:00:02.0000000,0,3,66,8949a973-29c3-416d-9f5c-8966f5228fa3
2,2,2022-03-01T05:00:02.0000000,0,15,71,61a3b3de-4c48-432e-bb53-97ce5ca055aa
2,2,2022-03-01T05:00:02.0000000,0,84,12,1f7126f5-87f9-46dc-b9cb-e661e3290c02
2,2,2022-03-01T05:00:02.0000000,0,118,23,05f122fa-3cd7-4dca-ab18-fc27cebfa58b
3,3,2022-03-01T05:00:03.0000000,0,94,81,df1c7269-8743-4e43-af34-2bd90663d0a0
3,3,2022-03-01T05:00:03.0000000,0,50,55,ce85b849-765a-4e17-a739-33cf87b2fa02
3,3,2022-03-01T05:00:03.0000000,0,3,66,8949a973-29c3-416d-9f5c-8966f5228fa3
4,4,2022-03-01T05:00:04.0000000,0,3,66,8949a973-29c3-416d-9f5c-8966f5228fa3
5,5,2022-03-01T05:00:05.0000000,0,3,66,8949a973-29c3-416d-9f5c-8966f5228fa3
6,6,2022-03-01T05:00:06.0000000,0,3,66,8949a973-29c3-416d-9f5c-8966f5228fa3
