Tick,Step,DateTime,LocX,LocY,X,Y,ID
2,2,2023-10-20T19:32:36.9059220+02:00,115,61,115,61,a2f4ea19-6d4f-4094-9618-e4acfcc358c1
2,2,2023-10-20T19:32:36.9059220+02:00,77,77,77,77,bb77ddd2-6114-42fb-aa88-fe427aa04d57
2,2,2023-10-20T19:32:36.9059220+02:00,45,61,45,61,58c5eb4a-9c39-4e3a-95b7-ee0139ed1a5f
2,2,2023-10-20T19:32:36.9059220+02:00,77,61,77,61,936dbb6c-7c23-44ca-9213-d40b424c5035
2,2,2023-10-20T19:32:36.9059220+02:00,67,22,67,22,f9a8cee7-5102-4990-ba77-77f905d3a882
2,2,2023-10-20T19:32:36.9059220+02:00,115,77,115,77,ad52f092-093d-49fb-98df-24a800e7700c
2,2,2023-10-20T19:32:36.9059220+02:00,67,38,67,38,d23d465e-9b9e-4e34-b701-f10966add3e0
2,2,2023-10-20T19:32:36.9059220+02:00,90,77,90,77,e15f86a3-3565-4e03-9840-6db09332f5c4
2,2,2023-10-20T19:32:36.9059220+02:00,76,7,76,7,144c9e7c-9786-485b-a116-858528a7a653
2,2,2023-10-20T19:32:36.9059220+02:00,12,77,12,77,5044bdfb-0f16-4c17-8c9a-d69739ec70c9
2,2,2023-10-20T19:32:36.9059220+02:00,30,48,30,48,0448f75a-32d5-4279-ab98-cdc5b8e381a4
2,2,2023-10-20T19:32:36.9059220+02:00,90,48,90,48,ea9ff789-5a42-4426-959d-278ea7d48619
2,2,2023-10-20T19:32:36.9059220+02:00,81,17,81,17,d848efc0-dcce-4677-9fa4-4e04a8823b30
2,2,2023-10-20T19:32:36.9059220+02:00,68,75,68,75,1f26d31a-394e-4063-a932-6241f77a392d
2,2,2023-10-20T19:32:36.9059220+02:00,30,77,30,77,5e07b488-b7e4-4391-8139-acc0c766f110
2,2,2023-10-20T19:32:36.9059220+02:00,12,61,12,61,d02ff138-07ad-4670-aeaa-69c3585f77a4
2,2,2023-10-20T19:32:36.9059220+02:00,90,61,90,61,d002a46e-4e0c-4067-9ebc-e084a1bc4fe6
2,2,2023-10-20T19:32:36.9059220+02:00,91,7,91,7,2edab9b6-ec83-49f2-b33c-5d7db0cb0844
2,2,2023-10-20T19:32:36.9059220+02:00,61,48,61,48,d9a56b6e-b177-4e1b-b6ec-0a3925c0a7c8
2,2,2023-10-20T19:32:36.9059220+02:00,45,77,45,77,121f44fd-2b12-4859-bdff-69d5e1d479b3
3,3,2023-10-20T19:32:37.9059220+02:00,61,7,61,7,1c98c435-f0fb-4a5b-91a2-a6e116c321df
3,3,2023-10-20T19:32:37.9059220+02:00,30,61,30,61,e41035ea-1c7d-42c7-8694-2d069c8cff82
3,3,2023-10-20T19:32:37.9059220+02:00,115,61,115,61,a2f4ea19-6d4f-4094-9618-e4acfcc358c1
3,3,2023-10-20T19:32:37.9059220+02:00,77,77,77,77,bb77ddd2-6114-42fb-aa88-fe427aa04d57
3,3,2023-10-20T19:32:37.9059220+02:00,45,61,45,61,58c5eb4a-9c39-4e3a-95b7-ee0139ed1a5f
3,3,2023-10-20T19:32:37.9059220+02:00,77,61,77,61,936dbb6c-7c23-44ca-9213-d40b424c5035
3,3,2023-10-20T19:32:37.9059220+02:00,67,22,67,22,f9a8cee7-5102-4990-ba77-77f905d3a882
3,3,2023-10-20T19:32:37.9059220+02:00,115,77,115,77,ad52f092-093d-49fb-98df-24a800e7700c
3,3,2023-10-20T19:32:37.9059220+02:00,67,38,67,38,d23d465e-9b9e-4e34-b701-f10966add3e0
3,3,2023-10-20T19:32:37.9059220+02:00,90,77,90,77,e15f86a3-3565-4e03-9840-6db09332f5c4
3,3,2023-10-20T19:32:37.9059220+02:00,76,7,76,7,144c9e7c-9786-485b-a116-858528a7a653
3,3,2023-10-20T19:32:37.9059220+02:00,12,77,12,77,5044bdfb-0f16-4c17-8c9a-d69739ec70c9
3,3,2023-10-20T19:32:37.9059220+02:00,30,48,30,48,0448f75a-32d5-4279-ab98-cdc5b8e381a4
3,3,2023-10-20T19:32:37.9059220+02:00,90,48,90,48,ea9ff789-5a42-4426-959d-278ea7d48619
3,3,2023-10-20T19:32:37.9059220+02:00,81,17,81,17,d848efc0-dcce-4677-9fa4-4e04a8823b30
3,3,2023-10-20T19:32:37.9059220+02:00,68,75,68,75,1f26d31a-394e-4063-a932-6241f77a392d
3,3,2023-10-20T19:32:37.9059220+02:00,30,77,30,77,5e07b488-b7e4-4391-8139-acc0c766f110
3,3,2023-10-20T19:32:37.9059220+02:00,12,61,12,61,d02ff138-07ad-4670-aeaa-69c3585f77a4
3,3,2023-10-20T19:32:37.9059220+02:00,90,61,90,61,d002a46e-4e0c-4067-9ebc-e084a1bc4fe6
3,3,2023-10-20T19:32:37.9059220+02:00,91,7,91,7,2edab9b6-ec83-49f2-b33c-5d7db0cb0844
3,3,2023-10-20T19:32:37.9059220+02:00,61,48,61,48,d9a56b6e-b177-4e1b-b6ec-0a3925c0a7c8
3,3,2023-10-20T19:32:37.9059220+02:00,45,77,45,77,121f44fd-2b12-4859-bdff-69d5e1d479b3
4,4,2023-10-20T19:32:38.9059220+02:00,61,7,61,7,1c98c435-f0fb-4a5b-91a2-a6e116c321df
4,4,2023-10-20T19:32:38.9059220+02:00,30,61,30,61,e41035ea-1c7d-42c7-8694-2d069c8cff82
4,4,2023-10-20T19:32:38.9059220+02:00,115,61,115,61,a2f4ea19-6d4f-4094-9618-e4acfcc358c1
4,4,2023-10-20T19:32:38.9059220+02:00,77,77,77,77,bb77ddd2-6114-42fb-aa88-fe427aa04d57
4,4,2023-10-20T19:32:38.9059220+02:00,45,61,45,61,58c5eb4a-9c39-4e3a-95b7-ee0139ed1a5f
4,4,2023-10-20T19:32:38.9059220+02:00,77,61,77,61,936dbb6c-7c23-44ca-9213-d40b424c5035
4,4,2023-10-20T19:32:38.9059220+02:00,67,22,67,22,f9a8cee7-5102-4990-ba77-77f905d3a882
4,4,2023-10-20T19:32:38.9059220+02:00,115,77,115,77,ad52f092-093d-49fb-98df-24a800e7700c
4,4,2023-10-20T19:32:38.9059220+02:00,67,38,67,38,d23d465e-9b9e-4e34-b701-f10966add3e0
4,4,2023-10-20T19:32:38.9059220+02:00,90,77,90,77,e15f86a3-3565-4e03-9840-6db09332f5c4
4,4,2023-10-20T19:32:38.9059220+02:00,76,7,76,7,144c9e7c-9786-485b-a116-858528a7a653
4,4,2023-10-20T19:32:38.9059220+02:00,12,77,12,77,5044bdfb-0f16-4c17-8c9a-d69739ec70c9
4,4,2023-10-20T19:32:38.9059220+02:00,30,48,30,48,0448f75a-32d5-4279-ab98-cdc5b8e381a4
4,4,2023-10-20T19:32:38.9059220+02:00,90,48,90,48,ea9ff789-5a42-4426-959d-278ea7d48619
4,4,2023-10-20T19:32:38.9059220+02:00,81,17,81,17,d848efc0-dcce-4677-9fa4-4e04a8823b30
4,4,2023-10-20T19:32:38.9059220+02:00,68,75,68,75,1f26d31a-394e-4063-a932-6241f77a392d
4,4,2023-10-20T19:32:38.9059220+02:00,30,77,30,77,5e07b488-b7e4-4391-8139-acc0c766f110
4,4,2023-10-20T19:32:38.9059220+02:00,12,61,12,61,d02ff138-07ad-4670-aeaa-69c3585f77a4
4,4,2023-10-20T19:32:38.9059220+02:00,90,61,90,61,d002a46e-4e0c-4067-9ebc-e084a1bc4fe6
4,4,2023-10-20T19:32:38.9059220+02:00,91,7,91,7,2edab9b6-ec83-49f2-b33c-5d7db0cb0844
4,4,2023-10-20T19:32:38.9059220+02:00,61,48,61,48,d9a56b6e-b177-4e1b-b6ec-0a3925c0a7c8
4,4,2023-10-20T19:32:38.9059220+02:00,45,77,45,77,121f44fd-2b12-4859-bdff-69d5e1d479b3
5,5,2023-10-20T19:32:39.9059220+02:00,61,7,61,7,1c98c435-f0fb-4a5b-91a2-a6e116c321df
5,5,2023-10-20T19:32:39.9059220+02:00,30,61,30,61,e41035ea-1c7d-42c7-8694-2d069c8cff82
5,5,2023-10-20T19:32:39.9059220+02:00,115,61,115,61,a2f4ea19-6d4f-4094-9618-e4acfcc358c1
5,5,2023-10-20T19:32:39.9059220+02:00,77,77,77,77,bb77ddd2-6114-42fb-aa88-fe427aa04d57
5,5,2023-10-20T19:32:39.9059220+02:00,45,61,45,61,58c5eb4a-9c39-4e3a-95b7-ee0139ed1a5f
5,5,2023-10-20T19:32:39.9059220+02:00,77,61,77,61,936dbb6c-7c23-44ca-9213-d40b424c5035
5,5,2023-10-20T19:32:39.9059220+02:00,67,22,67,22,f9a8cee7-5102-4990-ba77-77f905d3a882
5,5,2023-10-20T19:32:39.9059220+02:00,115,77,115,77,ad52f092-093d-49fb-98df-24a800e7700c
5,5,2023-10-20T19:32:39.9059220+02:00,67,38,67,38,d23d465e-9b9e-4e34-b701-f10966add3e0
5,5,2023-10-20T19:32:39.9059220+02:00,90,77,90,77,e15f86a3-3565-4e03-9840-6db09332f5c4
5,5,2023-10-20T19:32:39.9059220+02:00,76,7,76,7,144c9e7c-9786-485b-a116-858528a7a653
5,5,2023-10-20T19:32:39.9059220+02:00,12,77,12,77,5044bdfb-0f16-4c17-8c9a-d69739ec70c9
5,5,2023-10-20T19:32:39.9059220+02:00,30,48,30,48,0448f75a-32d5-4279-ab98-cdc5b8e381a4
5,5,2023-10-20T19:32:39.9059220+02:00,90,48,90,48,ea9ff789-5a42-4426-959d-278ea7d48619
5,5,2023-10-20T19:32:39.9059220+02:00,81,17,81,17,d848efc0-dcce-4677-9fa4-4e04a8823b30
5,5,2023-10-20T19:32:39.9059220+02:00,68,75,68,75,1f26d31a-394e-4063-a932-6241f77a392d
5,5,2023-10-20T19:32:39.9059220+02:00,30,77,30,77,5e07b488-b7e4-4391-8139-acc0c766f110
5,5,2023-10-20T19:32:39.9059220+02:00,12,61,12,61,d02ff138-07ad-4670-aeaa-69c3585f77a4
5,5,2023-10-20T19:32:39.9059220+02:00,90,61,90,61,d002a46e-4e0c-4067-9ebc-e084a1bc4fe6
5,5,2023-10-20T19:32:39.9059220+02:00,91,7,91,7,2edab9b6-ec83-49f2-b33c-5d7db0cb0844
5,5,2023-10-20T19:32:39.9059220+02:00,61,48,61,48,d9a56b6e-b177-4e1b-b6ec-0a3925c0a7c8
5,5,2023-10-20T19:32:39.9059220+02:00,45,77,45,77,121f44fd-2b12-4859-bdff-69d5e1d479b3
6,6,2023-10-20T19:32:40.9059220+02:00,61,7,61,7,1c98c435-f0fb-4a5b-91a2-a6e116c321df
6,6,2023-10-20T19:32:40.9059220+02:00,30,61,30,61,e41035ea-1c7d-42c7-8694-2d069c8cff82
6,6,2023-10-20T19:32:40.9059220+02:00,115,61,115,61,a2f4ea19-6d4f-4094-9618-e4acfcc358c1
6,6,2023-10-20T19:32:40.9059220+02:00,77,77,77,77,bb77ddd2-6114-42fb-aa88-fe427aa04d57
6,6,2023-10-20T19:32:40.9059220+02:00,45,61,45,61,58c5eb4a-9c39-4e3a-95b7-ee0139ed1a5f
6,6,2023-10-20T19:32:40.9059220+02:00,77,61,77,61,936dbb6c-7c23-44ca-9213-d40b424c5035
6,6,2023-10-20T19:32:40.9059220+02:00,67,22,67,22,f9a8cee7-5102-4990-ba77-77f905d3a882
6,6,2023-10-20T19:32:40.9059220+02:00,115,77,115,77,ad52f092-093d-49fb-98df-24a800e7700c
6,6,2023-10-20T19:32:40.9059220+02:00,67,38,67,38,d23d465e-9b9e-4e34-b701-f10966add3e0
6,6,2023-10-20T19:32:40.9059220+02:00,90,77,90,77,e15f86a3-3565-4e03-9840-6db09332f5c4
6,6,2023-10-20T19:32:40.9059220+02:00,76,7,76,7,144c9e7c-9786-485b-a116-858528a7a653
6,6,2023-10-20T19:32:40.9059220+02:00,12,77,12,77,5044bdfb-0f16-4c17-8c9a-d69739ec70c9
6,6,2023-10-20T19:32:40.9059220+02:00,30,48,30,48,0448f75a-32d5-4279-ab98-cdc5b8e381a4
6,6,2023-10-20T19:32:40.9059220+02:00,90,48,90,48,ea9ff789-5a42-4426-959d-278ea7d48619
6,6,2023-10-20T19:32:40.9059220+02:00,81,17,81,17,d848efc0-dcce-4677-9fa4-4e04a8823b30
6,6,2023-10-20T19:32:40.9059220+02:00,68,75,68,75,1f26d31a-394e-4063-a932-6241f77a392d
6,6,2023-10-20T19:32:40.9059220+02:00,30,77,30,77,5e07b488-b7e4-4391-8139-acc0c766f110
6,6,2023-10-20T19:32:40.9059220+02:00,12,61,12,61,d02ff138-07ad-4670-aeaa-69c3585f77a4
6,6,2023-10-20T19:32:40.9059220+02:00,90,61,90,61,d002a46e-4e0c-4067-9ebc-e084a1bc4fe6
6,6,2023-10-20T19:32:40.9059220+02:00,91,7,91,7,2edab9b6-ec83-49f2-b33c-5d7db0cb0844
6,6,2023-10-20T19:32:40.9059220+02:00,61,48,61,48,d9a56b6e-b177-4e1b-b6ec-0a3925c0a7c8
6,6,2023-10-20T19:32:40.9059220+02:00,45,77,45,77,121f44fd-2b12-4859-bdff-69d5e1d479b3
7,7,2023-10-20T19:32:41.9059220+02:00,61,7,61,7,1c98c435-f0fb-4a5b-91a2-a6e116c321df
7,7,2023-10-20T19:32:41.9059220+02:00,30,61,30,61,e41035ea-1c7d-42c7-8694-2d069c8cff82
7,7,2023-10-20T19:32:41.9059220+02:00,115,61,115,61,a2f4ea19-6d4f-4094-9618-e4acfcc358c1
7,7,2023-10-20T19:32:41.9059220+02:00,77,77,77,77,bb77ddd2-6114-42fb-aa88-fe427aa04d57
7,7,2023-10-20T19:32:41.9059220+02:00,45,61,45,61,58c5eb4a-9c39-4e3a-95b7-ee0139ed1a5f
7,7,2023-10-20T19:32:41.9059220+02:00,77,61,77,61,936dbb6c-7c23-44ca-9213-d40b424c5035
7,7,2023-10-20T19:32:41.9059220+02:00,67,22,67,22,f9a8cee7-5102-4990-ba77-77f905d3a882
7,7,2023-10-20T19:32:41.9059220+02:00,115,77,115,77,ad52f092-093d-49fb-98df-24a800e7700c
7,7,2023-10-20T19:32:41.9059220+02:00,67,38,67,38,d23d465e-9b9e-4e34-b701-f10966add3e0
7,7,2023-10-20T19:32:41.9059220+02:00,90,77,90,77,e15f86a3-3565-4e03-9840-6db09332f5c4
7,7,2023-10-20T19:32:41.9059220+02:00,76,7,76,7,144c9e7c-9786-485b-a116-858528a7a653
7,7,2023-10-20T19:32:41.9059220+02:00,12,77,12,77,5044bdfb-0f16-4c17-8c9a-d69739ec70c9
7,7,2023-10-20T19:32:41.9059220+02:00,30,48,30,48,0448f75a-32d5-4279-ab98-cdc5b8e381a4
7,7,2023-10-20T19:32:41.9059220+02:00,90,48,90,48,ea9ff789-5a42-4426-959d-278ea7d48619
7,7,2023-10-20T19:32:41.9059220+02:00,81,17,81,17,d848efc0-dcce-4677-9fa4-4e04a8823b30
7,7,2023-10-20T19:32:41.9059220+02:00,68,75,68,75,1f26d31a-394e-4063-a932-6241f77a392d
7,7,2023-10-20T19:32:41.9059220+02:00,30,77,30,77,5e07b488-b7e4-4391-8139-acc0c766f110
7,7,2023-10-20T19:32:41.9059220+02:00,12,61,12,61,d02ff138-07ad-4670-aeaa-69c3585f77a4
7,7,2023-10-20T19:32:41.9059220+02:00,90,61,90,61,d002a46e-4e0c-4067-9ebc-e084a1bc4fe6
7,7,2023-10-20T19:32:41.9059220+02:00,91,7,91,7,2edab9b6-ec83-49f2-b33c-5d7db0cb0844
7,7,2023-10-20T19:32:41.9059220+02:00,61,48,61,48,d9a56b6e-b177-4e1b-b6ec-0a3925c0a7c8
7,7,2023-10-20T19:32:41.9059220+02:00,45,77,45,77,121f44fd-2b12-4859-bdff-69d5e1d479b3
8,8,2023-10-20T19:32:42.9059220+02:00,61,7,61,7,1c98c435-f0fb-4a5b-91a2-a6e116c321df
8,8,2023-10-20T19:32:42.9059220+02:00,30,61,30,61,e41035ea-1c7d-42c7-8694-2d069c8cff82
8,8,2023-10-20T19:32:42.9059220+02:00,115,61,115,61,a2f4ea19-6d4f-4094-9618-e4acfcc358c1
8,8,2023-10-20T19:32:42.9059220+02:00,77,77,77,77,bb77ddd2-6114-42fb-aa88-fe427aa04d57
8,8,2023-10-20T19:32:42.9059220+02:00,45,61,45,61,58c5eb4a-9c39-4e3a-95b7-ee0139ed1a5f
8,8,2023-10-20T19:32:42.9059220+02:00,77,61,77,61,936dbb6c-7c23-44ca-9213-d40b424c5035
8,8,2023-10-20T19:32:42.9059220+02:00,67,22,67,22,f9a8cee7-5102-4990-ba77-77f905d3a882
8,8,2023-10-20T19:32:42.9059220+02:00,115,77,115,77,ad52f092-093d-49fb-98df-24a800e7700c
8,8,2023-10-20T19:32:42.9059220+02:00,67,38,67,38,d23d465e-9b9e-4e34-b701-f10966add3e0
8,8,2023-10-20T19:32:42.9059220+02:00,90,77,90,77,e15f86a3-3565-4e03-9840-6db09332f5c4
8,8,2023-10-20T19:32:42.9059220+02:00,76,7,76,7,144c9e7c-9786-485b-a116-858528a7a653
8,8,2023-10-20T19:32:42.9059220+02:00,12,77,12,77,5044bdfb-0f16-4c17-8c9a-d69739ec70c9
8,8,2023-10-20T19:32:42.9059220+02:00,30,48,30,48,0448f75a-32d5-4279-ab98-cdc5b8e381a4
8,8,2023-10-20T19:32:42.9059220+02:00,90,48,90,48,ea9ff789-5a42-4426-959d-278ea7d48619
8,8,2023-10-20T19:32:42.9059220+02:00,81,17,81,17,d848efc0-dcce-4677-9fa4-4e04a8823b30
8,8,2023-10-20T19:32:42.9059220+02:00,68,75,68,75,1f26d31a-394e-4063-a932-6241f77a392d
8,8,2023-10-20T19:32:42.9059220+02:00,30,77,30,77,5e07b488-b7e4-4391-8139-acc0c766f110
8,8,2023-10-20T19:32:42.9059220+02:00,12,61,12,61,d02ff138-07ad-4670-aeaa-69c3585f77a4
8,8,2023-10-20T19:32:42.9059220+02:00,90,61,90,61,d002a46e-4e0c-4067-9ebc-e084a1bc4fe6
8,8,2023-10-20T19:32:42.9059220+02:00,91,7,91,7,2edab9b6-ec83-49f2-b33c-5d7db0cb0844
8,8,2023-10-20T19:32:42.9059220+02:00,61,48,61,48,d9a56b6e-b177-4e1b-b6ec-0a3925c0a7c8
8,8,2023-10-20T19:32:42.9059220+02:00,45,77,45,77,121f44fd-2b12-4859-bdff-69d5e1d479b3
9,9,2023-10-20T19:32:43.9059220+02:00,61,7,61,7,1c98c435-f0fb-4a5b-91a2-a6e116c321df
9,9,2023-10-20T19:32:43.9059220+02:00,30,61,30,61,e41035ea-1c7d-42c7-8694-2d069c8cff82
9,9,2023-10-20T19:32:43.9059220+02:00,115,61,115,61,a2f4ea19-6d4f-4094-9618-e4acfcc358c1
9,9,2023-10-20T19:32:43.9059220+02:00,77,77,77,77,bb77ddd2-6114-42fb-aa88-fe427aa04d57
9,9,2023-10-20T19:32:43.9059220+02:00,45,61,45,61,58c5eb4a-9c39-4e3a-95b7-ee0139ed1a5f
9,9,2023-10-20T19:32:43.9059220+02:00,77,61,77,61,936dbb6c-7c23-44ca-9213-d40b424c5035
9,9,2023-10-20T19:32:43.9059220+02:00,67,22,67,22,f9a8cee7-5102-4990-ba77-77f905d3a882
9,9,2023-10-20T19:32:43.9059220+02:00,115,77,115,77,ad52f092-093d-49fb-98df-24a800e7700c
9,9,2023-10-20T19:32:43.9059220+02:00,67,38,67,38,d23d465e-9b9e-4e34-b701-f10966add3e0
9,9,2023-10-20T19:32:43.9059220+02:00,90,77,90,77,e15f86a3-3565-4e03-9840-6db09332f5c4
9,9,2023-10-20T19:32:43.9059220+02:00,76,7,76,7,144c9e7c-9786-485b-a116-858528a7a653
9,9,2023-10-20T19:32:43.9059220+02:00,12,77,12,77,5044bdfb-0f16-4c17-8c9a-d69739ec70c9
9,9,2023-10-20T19:32:43.9059220+02:00,30,48,30,48,0448f75a-32d5-4279-ab98-cdc5b8e381a4
9,9,2023-10-20T19:32:43.9059220+02:00,90,48,90,48,ea9ff789-5a42-4426-959d-278ea7d48619
9,9,2023-10-20T19:32:43.9059220+02:00,81,17,81,17,d848efc0-dcce-4677-9fa4-4e04a8823b30
9,9,2023-10-20T19:32:43.9059220+02:00,68,75,68,75,1f26d31a-394e-4063-a932-6241f77a392d
9,9,2023-10-20T19:32:43.9059220+02:00,30,77,30,77,5e07b488-b7e4-4391-8139-acc0c766f110
9,9,2023-10-20T19:32:43.9059220+02:00,12,61,12,61,d02ff138-07ad-4670-aeaa-69c3585f77a4
9,9,2023-10-20T19:32:43.9059220+02:00,90,61,90,61,d002a46e-4e0c-4067-9ebc-e084a1bc4fe6
9,9,2023-10-20T19:32:43.9059220+02:00,91,7,91,7,2edab9b6-ec83-49f2-b33c-5d7db0cb0844
9,9,2023-10-20T19:32:43.9059220+02:00,61,48,61,48,d9a56b6e-b177-4e1b-b6ec-0a3925c0a7c8
9,9,2023-10-20T19:32:43.9059220+02:00,45,77,45,77,121f44fd-2b12-4859-bdff-69d5e1d479b3
10,10,2023-10-20T19:32:44.9059220+02:00,61,7,61,7,1c98c435-f0fb-4a5b-91a2-a6e116c321df
10,10,2023-10-20T19:32:44.9059220+02:00,30,61,30,61,e41035ea-1c7d-42c7-8694-2d069c8cff82
10,10,2023-10-20T19:32:44.9059220+02:00,115,61,115,61,a2f4ea19-6d4f-4094-9618-e4acfcc358c1
10,10,2023-10-20T19:32:44.9059220+02:00,77,77,77,77,bb77ddd2-6114-42fb-aa88-fe427aa04d57
10,10,2023-10-20T19:32:44.9059220+02:00,45,61,45,61,58c5eb4a-9c39-4e3a-95b7-ee0139ed1a5f
10,10,2023-10-20T19:32:44.9059220+02:00,77,61,77,61,936dbb6c-7c23-44ca-9213-d40b424c5035
10,10,2023-10-20T19:32:44.9059220+02:00,67,22,67,22,f9a8cee7-5102-4990-ba77-77f905d3a882
10,10,2023-10-20T19:32:44.9059220+02:00,115,77,115,77,ad52f092-093d-49fb-98df-24a800e7700c
10,10,2023-10-20T19:32:44.9059220+02:00,67,38,67,38,d23d465e-9b9e-4e34-b701-f10966add3e0
10,10,2023-10-20T19:32:44.9059220+02:00,90,77,90,77,e15f86a3-3565-4e03-9840-6db09332f5c4
10,10,2023-10-20T19:32:44.9059220+02:00,76,7,76,7,144c9e7c-9786-485b-a116-858528a7a653
